#chrom	chromStart	chromEnd	name	strand	geneName
chr1	98044295	98046224	ENST00000602852.1	-	MIR137HG
chr1	98044500	98046221	ENST00000602984.1	-	MIR137HG
chr1	98045241	98045351	ENST00000580305.1	-	MIR2682
chr1	98046069	98046171	ENST00000385223.1	-	MIR137
chr1	98052076	98054592	ENST00000648602.1	-	AC104453.1
chr1	98076999	98077468	ENST00000448700.2	+	NFU1P2
chr1	98210746	98272658	ENST00000418344.1	+	LINC01776
chr1	98660387	98661059	ENST00000623685.1	-	AC095031.1
chr1	98661700	98760498	ENST00000529992.5	+	SNX7
chr1	98661720	98760500	ENST00000306121.8	+	SNX7
chr1	98661809	98677331	ENST00000473868.5	+	SNX7
chr1	98661861	98760500	ENST00000528824.1	+	SNX7
chr1	98662222	98691577	ENST00000454199.1	+	SNX7
chr1	98890244	99004861	ENST00000263177.5	-	PLPPR5
chr1	98890244	99005032	ENST00000370188.7	-	PLPPR5
chr1	98890244	99005032	ENST00000672681.1	-	PLPPR5
chr1	98990855	99004484	ENST00000534652.1	-	PLPPR5
chr1	99004275	99148852	ENST00000425113.1	+	AL445433.2
chr1	99004402	99210535	ENST00000660510.1	+	AL445433.2
chr1	99004426	99243009	ENST00000647692.1	+	AL445433.2
chr1	99004443	99244794	ENST00000658279.1	+	AL445433.2
chr1	99004542	99206717	ENST00000662973.1	+	AL445433.2
chr1	99008217	99008474	ENST00000457507.1	+	AL445433.1
chr1	99263952	99309590	ENST00000370185.7	+	PLPPR4
chr1	99264291	99309580	ENST00000457765.5	+	PLPPR4
chr1	99298863	99309590	ENST00000370184.1	+	PLPPR4
chr1	99464377	99464776	ENST00000432923.2	+	AL365220.1
chr1	99472331	99493149	ENST00000634316.1	-	LINC01708
chr1	99472385	99600995	ENST00000635551.1	-	LINC01708
chr1	99472414	99534015	ENST00000438829.2	-	LINC01708
chr1	99646112	99694535	ENST00000263174.9	+	PALMD
chr1	99646192	99690077	ENST00000605497.5	+	PALMD
chr1	99646341	99694368	ENST00000615664.1	+	PALMD
chr1	99667579	99669823	ENST00000605613.1	+	PALMD
chr1	99683265	99694541	ENST00000496843.1	+	PALMD
chr1	99698241	99699178	ENST00000434734.1	+	HMGB3P10
chr1	99703969	99766635	ENST00000646001.2	-	FRRS1
chr1	99708702	99765793	ENST00000287474.9	-	FRRS1
chr1	99710824	99712508	ENST00000489209.2	-	FRRS1
chr1	99710918	99715659	ENST00000492943.1	-	FRRS1
chr1	99747594	99766631	ENST00000370176.2	-	FRRS1
chr1	99784739	99784885	ENST00000364621.1	-	RNU4-75P
chr1	99791661	99791753	ENST00000365384.1	+	Y_RNA
chr1	99842609	99842761	ENST00000412047.1	+	AC096949.1
chr1	99850360	99924020	ENST00000361915.8	+	AGL
chr1	99850488	99924020	ENST00000294724.8	+	AGL
chr1	99850488	99924020	ENST00000370163.7	+	AGL
chr1	99850488	99924020	ENST00000370165.7	+	AGL
chr1	99850974	99924020	ENST00000361302.7	+	AGL
chr1	99852669	99924023	ENST00000370161.6	+	AGL
chr1	99861209	99924020	ENST00000637337.1	+	AGL
chr1	99874469	99876597	ENST00000477753.1	+	AGL
chr1	99968382	99969864	ENST00000454219.1	-	AC118553.1
chr1	99969350	100027722	ENST00000638371.1	+	SLC35A3
chr1	99969978	100023259	ENST00000427993.7	+	SLC35A3
chr1	99969995	100035634	ENST00000533028.8	+	SLC35A3
chr1	99970004	100022611	ENST00000639221.1	+	SLC35A3
chr1	99970005	100024014	ENST00000638336.1	+	SLC35A3
chr1	99970005	100026472	ENST00000639807.1	+	SLC35A3
chr1	99970010	100082682	ENST00000638968.1	+	AC118553.2
chr1	99970010	100082698	ENST00000638792.1	+	AC118553.2
chr1	99970012	100023453	ENST00000640715.1	+	SLC35A3
chr1	99970012	100026888	ENST00000465289.6	+	SLC35A3
chr1	99970015	100027689	ENST00000640726.1	+	SLC35A3
chr1	99970017	100082494	ENST00000639037.1	+	AC118553.2
chr1	99970017	100082591	ENST00000639040.1	+	AC118553.2
chr1	99970019	100017881	ENST00000639994.1	+	SLC35A3
chr1	99970023	100015697	ENST00000638988.1	+	SLC35A3
chr1	99970023	100023942	ENST00000640178.1	+	SLC35A3
chr1	99970023	100026186	ENST00000640360.1	+	SLC35A3
chr1	99970029	100023247	ENST00000640732.1	+	SLC35A3
chr1	99970030	100009576	ENST00000638929.1	+	SLC35A3
chr1	99970030	100077269	ENST00000638779.1	+	AC118553.2
chr1	99970032	100026851	ENST00000640600.1	+	SLC35A3
chr1	99970032	100027712	ENST00000639088.1	+	SLC35A3
chr1	99970035	100026636	ENST00000638338.1	+	SLC35A3
chr1	99970038	100083292	ENST00000639171.1	+	AC118553.2
chr1	99970045	100015692	ENST00000638876.1	+	SLC35A3
chr1	99970054	100082704	ENST00000640238.1	+	AC118553.2
chr1	99970056	100023824	ENST00000370155.9	+	SLC35A3
chr1	99970080	100083321	ENST00000640357.1	+	AC118553.2
chr1	99970435	100026979	ENST00000370153.6	+	SLC35A3
chr1	99970452	99999327	ENST00000532693.5	+	SLC35A3
chr1	99978938	99979045	ENST00000390946.1	+	RNU6-750P
chr1	99993042	100015341	ENST00000422078.1	+	SLC35A3
chr1	99993545	100023411	ENST00000639148.1	+	SLC35A3
chr1	100000636	100000739	ENST00000365389.1	-	RNU6-1318P
chr1	100038094	100083377	ENST00000370152.8	+	MFSD14A
chr1	100057989	100084471	ENST00000432294.1	-	AC093019.2
chr1	100058670	100062115	ENST00000421661.1	+	MFSD14A
chr1	100083562	100132955	ENST00000462159.1	-	SASS6
chr1	100083569	100132930	ENST00000287482.6	-	SASS6
chr1	100099238	100099490	ENST00000443135.1	+	AC093019.1
chr1	100133149	100140540	ENST00000370143.5	+	TRMT13
chr1	100133162	100150498	ENST00000370141.7	+	TRMT13
chr1	100133164	100144567	ENST00000482437.5	+	TRMT13
chr1	100133214	100140812	ENST00000370139.1	+	TRMT13
chr1	100142906	100144351	ENST00000493651.1	+	TRMT13
chr1	100148447	100178256	ENST00000370137.6	-	LRRC39
chr1	100148448	100178273	ENST00000342895.7	-	LRRC39
chr1	100148448	100178273	ENST00000620882.4	-	LRRC39
chr1	100148852	100178215	ENST00000370138.1	-	LRRC39
chr1	100186918	100249834	ENST00000370132.8	-	DBT
chr1	100196815	100197051	ENST00000603820.1	+	RPL23AP90
chr1	100210542	100249820	ENST00000370131.3	-	DBT
chr1	100213292	100213670	ENST00000440440.1	+	BRI3P1
chr1	100220487	100253414	ENST00000648283.1	+	AL445928.2
chr1	100249089	100249311	ENST00000435545.1	+	AL445928.1
chr1	100251527	100266179	ENST00000650038.1	-	RTCA-AS1
chr1	100258353	100266120	ENST00000670421.1	-	RTCA-AS1
chr1	100258363	100266150	ENST00000653267.1	-	RTCA-AS1
chr1	100261862	100266152	ENST00000665523.1	-	RTCA-AS1
chr1	100262804	100266134	ENST00000666916.1	-	RTCA-AS1
chr1	100264008	100266120	ENST00000421185.1	-	RTCA-AS1
chr1	100266215	100274843	ENST00000498617.5	+	RTCA
chr1	100266215	100292769	ENST00000370128.9	+	RTCA
chr1	100266245	100273452	ENST00000483474.1	+	RTCA
chr1	100266248	100291771	ENST00000260563.4	+	RTCA
chr1	100266288	100266929	ENST00000370126.1	+	RTCA
chr1	100281240	100281308	ENST00000385017.1	+	MIR553
chr1	100331803	100332617	ENST00000401024.2	-	AC104457.1
chr1	100344476	100345242	ENST00000446055.1	+	AC104457.2
chr1	100345000	100499460	ENST00000644844.1	+	CDC14A
chr1	100345000	100499462	ENST00000646665.1	+	CDC14A
chr1	100345021	100499453	ENST00000635056.2	+	CDC14A
chr1	100345037	100498189	ENST00000647203.1	+	CDC14A
chr1	100345037	100518253	ENST00000647005.1	+	CDC14A
chr1	100351697	100499460	ENST00000644676.1	+	CDC14A
chr1	100352466	100499465	ENST00000361544.11	+	CDC14A
chr1	100352501	100484734	ENST00000370124.8	+	CDC14A
chr1	100352505	100520277	ENST00000336454.5	+	CDC14A
chr1	100352508	100391060	ENST00000646583.1	+	CDC14A
chr1	100352948	100518293	ENST00000644813.1	+	CDC14A
chr1	100363117	100455484	ENST00000455467.6	+	CDC14A
chr1	100363160	100484639	ENST00000646563.1	+	CDC14A
chr1	100393032	100394026	ENST00000425064.1	-	BCAS2P2
chr1	100423731	100443114	ENST00000469387.1	+	CDC14A
chr1	100462398	100485997	ENST00000432210.1	-	AL589990.1
chr1	100538138	100542021	ENST00000315033.5	+	GPR88
chr1	100586648	100587431	ENST00000455141.2	-	AC099670.1
chr1	100627048	100640613	ENST00000416343.2	-	LINC01349
chr1	100628229	100641723	ENST00000648946.1	+	AC099670.3
chr1	100651946	100652267	ENST00000435130.1	+	AC099670.2
chr1	100719741	100738613	ENST00000370119.8	+	VCAM1
chr1	100719741	100739029	ENST00000650339.1	+	VCAM1
chr1	100719741	100739045	ENST00000294728.7	+	VCAM1
chr1	100719754	100739045	ENST00000347652.6	+	VCAM1
chr1	100719763	100739038	ENST00000370115.1	+	VCAM1
chr1	100735174	100739039	ENST00000603679.1	+	VCAM1
chr1	100872371	100895179	ENST00000535414.5	-	EXTL2
chr1	100872386	100894812	ENST00000370113.7	-	EXTL2
chr1	100872390	100894842	ENST00000370114.8	-	EXTL2
chr1	100874159	100894664	ENST00000450240.2	-	EXTL2
chr1	100877518	100894811	ENST00000416479.1	-	EXTL2
chr1	100885597	100894681	ENST00000494907.1	-	EXTL2
chr1	100888323	100894805	ENST00000480774.1	-	EXTL2
chr1	100894927	100895356	ENST00000609247.1	+	AC104506.1
chr1	100896075	100981753	ENST00000370112.8	+	SLC30A7
chr1	100896089	100981757	ENST00000357650.9	+	SLC30A7
chr1	100941016	100941995	ENST00000425806.2	-	HNRNPA1P68
chr1	100961827	100972658	ENST00000370111.4	+	SLC30A7
chr1	100989622	101025762	ENST00000370105.7	-	DPH5
chr1	100989622	101025784	ENST00000370109.8	-	DPH5
chr1	100990062	101021720	ENST00000492067.5	-	DPH5
chr1	100990062	101026088	ENST00000488789.5	-	DPH5
chr1	100990063	100995150	ENST00000427040.2	-	DPH5
chr1	100990094	101025351	ENST00000481871.5	-	DPH5
chr1	100990222	101025815	ENST00000464270.5	-	DPH5
chr1	100990223	101025763	ENST00000342173.11	-	DPH5
chr1	100990314	101025771	ENST00000466807.5	-	DPH5
chr1	100990332	101025761	ENST00000477293.5	-	DPH5
chr1	100990333	101025755	ENST00000498372.5	-	DPH5
chr1	100990357	101025767	ENST00000488176.1	-	DPH5
chr1	100990392	101025815	ENST00000490732.5	-	DPH5
chr1	100995472	100996260	ENST00000414686.1	+	AC093157.2
chr1	101013648	101025753	ENST00000476507.1	-	DPH5
chr1	101024969	101025787	ENST00000481982.1	-	DPH5
chr1	101025843	101087261	ENST00000451213.2	+	AC093157.1
chr1	101025849	101087248	ENST00000663958.1	+	AC093157.1
chr1	101025856	101087265	ENST00000654574.1	+	AC093157.1
chr1	101025856	101087265	ENST00000656060.1	+	AC093157.1
chr1	101025868	101087265	ENST00000664684.1	+	AC093157.1
chr1	101025877	101080562	ENST00000453011.5	+	AC093157.1
chr1	101025884	101087189	ENST00000454721.6	+	AC093157.1
chr1	101025886	101085987	ENST00000656047.1	+	AC093157.1
chr1	101025886	101087211	ENST00000654544.1	+	AC093157.1
chr1	101025889	101087193	ENST00000655226.1	+	AC093157.1
chr1	101025893	101090513	ENST00000659528.1	+	AC093157.1
chr1	101025906	101027130	ENST00000656671.1	+	AC093157.1
chr1	101025906	101087268	ENST00000658370.1	+	AC093157.1
chr1	101025909	101087216	ENST00000666646.1	+	AC093157.1
chr1	101025918	101087171	ENST00000446527.5	+	AC093157.1
chr1	101025950	101085705	ENST00000669687.1	+	AC093157.1
chr1	101026038	101087155	ENST00000656224.1	+	AC093157.1
chr1	101063600	101087124	ENST00000666988.1	+	AC093157.1
chr1	101063610	101083483	ENST00000416329.5	+	AC093157.1
chr1	101072659	101087268	ENST00000449473.2	+	AC093157.1
chr1	101133152	101133339	ENST00000516956.1	+	AC093157.3
chr1	101190519	101190994	ENST00000603646.1	+	AC119501.1
chr1	101235682	101236528	ENST00000432195.1	-	AL109741.1
chr1	101236864	101239519	ENST00000475821.2	+	S1PR1
chr1	101236898	101243713	ENST00000561748.2	+	S1PR1
chr1	101237018	101241518	ENST00000305352.7	+	S1PR1
chr1	101237497	101241189	ENST00000649383.1	+	S1PR1
chr1	101238089	101241372	ENST00000475289.2	+	S1PR1
chr1	101238334	101241308	ENST00000648480.1	+	S1PR1
chr1	101256273	101256616	ENST00000455561.1	+	AL109741.2
chr1	101270874	101271363	ENST00000454070.2	-	PPIAP7
chr1	101323336	101350176	ENST00000454466.1	+	LINC01307
chr1	101323836	101377313	ENST00000439146.1	+	LINC01307
chr1	101350048	101390303	ENST00000444327.1	+	LINC01307
chr1	101639508	101729536	ENST00000668955.1	+	LINC01709
chr1	101639547	101729614	ENST00000415532.2	+	LINC01709
chr1	101639547	101787382	ENST00000648951.1	+	LINC01709
chr1	101639566	101787572	ENST00000657394.1	+	LINC01709
chr1	101639567	101787373	ENST00000665036.1	+	LINC01709
chr1	101639573	101729536	ENST00000663157.1	+	LINC01709
chr1	101639573	101729614	ENST00000655157.1	+	LINC01709
chr1	101639573	101774305	ENST00000664322.1	+	LINC01709
chr1	101639573	101784806	ENST00000660911.1	+	LINC01709
chr1	101639573	101787366	ENST00000669180.1	+	LINC01709
chr1	101639573	101787572	ENST00000666574.1	+	LINC01709
chr1	101639579	101784601	ENST00000656484.1	+	LINC01709
chr1	101639579	101787572	ENST00000662434.1	+	LINC01709
chr1	101639585	101787572	ENST00000635702.1	+	LINC01709
chr1	101728641	101728737	ENST00000516721.1	-	RNU6-965P
chr1	101786339	101787219	ENST00000431241.1	-	RPSAP19
chr1	101802559	101996926	ENST00000370103.9	-	OLFM3
chr1	101803485	101837029	ENST00000536598.1	-	OLFM3
chr1	101803485	101846973	ENST00000338858.9	-	OLFM3
chr1	101803485	101846973	ENST00000465523.5	-	OLFM3
chr1	101803485	101996905	ENST00000462354.5	-	OLFM3
chr1	101825089	101910154	ENST00000468901.1	-	OLFM3
chr1	101859850	101859957	ENST00000516908.1	+	RNU6-352P
chr1	101882515	101882894	ENST00000603614.1	+	AL356280.1
chr1	101893104	101894047	ENST00000440278.2	+	DNAJA1P5
chr1	102199738	102389630	ENST00000447916.1	-	AC114485.1
chr1	102224378	102365056	ENST00000656454.1	-	AC114485.1
chr1	102763321	102853842	ENST00000414418.1	-	AC099567.1
chr1	102876466	103108496	ENST00000358392.6	-	COL11A1
chr1	102876467	103108496	ENST00000353414.8	-	COL11A1
chr1	102876472	103108522	ENST00000370096.9	-	COL11A1
chr1	102877484	103031213	ENST00000635193.1	-	COL11A1
chr1	102877699	102884585	ENST00000639098.1	-	COL11A1
chr1	102877716	102880018	ENST00000470170.1	-	COL11A1
chr1	102877950	103108479	ENST00000512756.5	-	COL11A1
chr1	102961744	102962684	ENST00000465209.1	-	COL11A1
chr1	103001013	103108485	ENST00000461720.6	-	COL11A1
chr1	103001078	103108872	ENST00000645458.1	-	COL11A1
chr1	103001259	103108522	ENST00000644186.1	-	COL11A1
chr1	103001259	103108522	ENST00000647280.1	-	COL11A1
chr1	103008472	103108178	ENST00000427239.5	-	COL11A1
chr1	103030900	103082859	ENST00000447608.1	-	COL11A1
chr1	103100142	103100704	ENST00000396543.2	-	SOD2P1
chr1	103414878	103425465	ENST00000414923.1	+	AC095032.2
chr1	103415979	103525504	ENST00000662345.1	-	AC095032.1
chr1	103416622	103525508	ENST00000668150.1	-	AC095032.1
chr1	103416699	103525508	ENST00000447322.3	-	AC095032.1
chr1	103417022	103525511	ENST00000444810.6	-	AC095032.1
chr1	103523561	103523879	ENST00000410137.1	+	RN7SKP285
chr1	103525690	103553343	ENST00000524631.5	+	RNPC3
chr1	103525696	103535441	ENST00000531883.5	+	RNPC3
chr1	103525698	103555112	ENST00000533099.5	+	RNPC3
chr1	103525698	103555239	ENST00000423855.7	+	RNPC3
chr1	103525756	103541475	ENST00000527062.5	+	RNPC3
chr1	103537387	103552778	ENST00000533834.1	+	RNPC3
chr1	103541360	103547035	ENST00000524641.1	+	RNPC3
chr1	103546926	103551263	ENST00000525323.1	+	RNPC3
chr1	103551723	103553714	ENST00000532117.1	+	RNPC3
chr1	103553814	103579530	ENST00000477657.5	+	AMY2B
chr1	103554699	103579529	ENST00000361355.8	+	AMY2B
chr1	103561756	103572229	ENST00000435302.5	+	AMY2B
chr1	103565030	103572200	ENST00000453959.5	+	AMY2B
chr1	103568333	103579530	ENST00000491397.1	+	AMY2B
chr1	103569552	103570674	ENST00000425123.1	+	ACTG1P4
chr1	103571099	103579530	ENST00000610648.1	+	AMY2B
chr1	103575314	103575781	ENST00000462971.1	+	AMY2B
chr1	103577386	103579534	ENST00000481821.1	+	AMY2B
chr1	103616810	103625777	ENST00000622339.4	+	AMY2A
chr1	103617376	103625780	ENST00000414303.6	+	AMY2A
chr1	103617445	103620668	ENST00000423678.1	+	AMY2A
chr1	103621561	103625605	ENST00000497748.1	+	AMY2A
chr1	103655289	103658604	ENST00000430659.5	+	AMY1A
chr1	103655754	103664554	ENST00000370083.8	+	AMY1A
chr1	103656017	103656990	ENST00000422549.1	+	AMY1A
chr1	103656806	103659543	ENST00000461518.1	+	AMY1A
chr1	103662743	103664549	ENST00000494409.1	+	AMY1A
chr1	103668070	103668268	ENST00000438604.1	-	AC105272.1
chr1	103687414	103696454	ENST00000370080.7	-	AMY1B
chr1	103687417	103696290	ENST00000330330.9	-	AMY1B
chr1	103692426	103695163	ENST00000464691.1	-	AMY1B
chr1	103693365	103696680	ENST00000446703.5	-	AMY1B
chr1	103694979	103695952	ENST00000425410.1	-	AMY1B
chr1	103713722	103719871	ENST00000440059.1	+	AMYP1
chr1	103750405	103758690	ENST00000370079.3	+	AMY1C
chr1	103926566	103927806	ENST00000441083.1	+	AL136455.1
chr1	104072982	104126914	ENST00000634580.1	+	AC092506.1
chr1	104073009	104073537	ENST00000401022.2	+	AC092506.1
chr1	104073022	104077087	ENST00000418362.1	+	AC092506.1
chr1	104073169	104226678	ENST00000634888.1	+	AC092506.1
chr1	104073850	104125845	ENST00000634997.1	+	AC092506.1
chr1	104153305	104153830	ENST00000432567.1	-	FTLP17
chr1	104998405	105032365	ENST00000648518.1	-	AL591888.1
chr1	105433993	105434821	ENST00000454213.1	+	CDK4P1
chr1	105587574	105618991	ENST00000600656.6	-	LINC01676
chr1	105587579	105618935	ENST00000652819.1	-	LINC01676
chr1	105587579	105618980	ENST00000597635.6	-	LINC01676
chr1	105587693	105618957	ENST00000595309.6	-	LINC01676
chr1	105589679	105618935	ENST00000624898.4	-	LINC01676
chr1	105589688	105618935	ENST00000657035.1	-	LINC01676
chr1	105589692	105606007	ENST00000624083.3	-	LINC01676
chr1	105589693	105606007	ENST00000624780.3	-	LINC01676
chr1	105589693	105618918	ENST00000420901.5	-	LINC01676
chr1	105589693	105618934	ENST00000659994.1	-	LINC01676
chr1	105589693	105618936	ENST00000669362.1	-	LINC01676
chr1	105589695	105618935	ENST00000610126.2	-	LINC01676
chr1	105589695	105618935	ENST00000669135.1	-	LINC01676
chr1	105589696	105606007	ENST00000597752.5	-	LINC01676
chr1	105590017	105606007	ENST00000624489.3	-	LINC01676
chr1	105590038	105606003	ENST00000623447.3	-	LINC01676
chr1	105600491	105606007	ENST00000594455.5	-	LINC01676
chr1	105601149	105606007	ENST00000624229.3	-	LINC01676
chr1	105602061	105618991	ENST00000654698.1	-	LINC01676
chr1	105602151	105618958	ENST00000435253.5	-	LINC01676
chr1	105602217	105618935	ENST00000661746.1	-	LINC01676
chr1	105603227	105618935	ENST00000623043.2	-	LINC01676
chr1	105698038	105698218	ENST00000419651.1	+	SEPTIN2P1
chr1	105890692	105891430	ENST00000433990.1	-	AL512844.2
chr1	105891738	105893517	ENST00000415279.1	+	AL512844.1
chr1	105927619	106028253	ENST00000417385.2	-	LINC01677
chr1	105927623	105952894	ENST00000446693.5	-	LINC01677
chr1	105927623	105956664	ENST00000635713.1	-	LINC01677
chr1	105927623	106023212	ENST00000429080.1	-	LINC01677
chr1	105927624	106028062	ENST00000635342.1	-	LINC01677
chr1	105935222	106027695	ENST00000656436.1	-	LINC01677
chr1	105935331	106028277	ENST00000635636.1	-	LINC01677
chr1	105956693	106048753	ENST00000635570.1	+	AL355306.2
chr1	105956714	106084304	ENST00000634380.1	+	AL355306.2
chr1	105956715	105966202	ENST00000635102.1	+	AL355306.2
chr1	105956715	105967623	ENST00000634776.1	+	AL355306.2
chr1	105956715	106042738	ENST00000635395.1	+	AL355306.2
chr1	105956739	106063067	ENST00000635233.1	+	AL355306.2
chr1	106038366	106064920	ENST00000634740.1	+	AL355306.2
chr1	106038546	106124564	ENST00000634868.1	+	AL355306.2
chr1	106073246	106084499	ENST00000437803.1	+	AL355306.2
chr1	106080800	106081379	ENST00000415580.2	-	AL355306.1
chr1	106080887	106084499	ENST00000657711.1	+	AL355306.2
chr1	106081124	106084499	ENST00000655639.1	+	AL355306.2
chr1	106081160	106084496	ENST00000429608.1	+	AL355306.2
chr1	106544341	106544744	ENST00000604628.1	-	AL499605.1
chr1	106780222	106780435	ENST00000603629.1	+	AL596327.1
chr1	106802754	106803427	ENST00000455189.1	-	MTATP6P14
chr1	106804473	106806032	ENST00000441695.2	-	MTCO1P14
chr1	106818223	106851312	ENST00000659929.1	+	LINC01661
chr1	106818243	106845509	ENST00000662724.1	+	LINC01661
chr1	106818260	106865316	ENST00000415910.3	+	LINC01661
chr1	107056673	107059294	ENST00000370078.2	+	PRMT6
chr1	107056901	107067636	ENST00000650338.1	+	PRMT6
chr1	107057436	107060634	ENST00000649727.1	+	PRMT6
chr1	107140006	107481849	ENST00000370073.6	+	NTNG1
chr1	107140006	107481853	ENST00000370074.8	+	NTNG1
chr1	107140819	107482408	ENST00000370068.5	+	NTNG1
chr1	107140926	107410585	ENST00000294649.8	+	NTNG1
chr1	107141038	107483458	ENST00000370067.5	+	NTNG1
chr1	107141368	107148807	ENST00000462149.1	+	NTNG1
chr1	107143075	107148300	ENST00000370076.2	+	NTNG1
chr1	107148593	107480840	ENST00000370065.1	+	NTNG1
chr1	107148593	107480840	ENST00000370066.5	+	NTNG1
chr1	107260802	107334023	ENST00000477948.1	+	NTNG1
chr1	107505202	107505448	ENST00000416095.1	+	NDUFA4P1
chr1	107571160	107965180	ENST00000370056.9	-	VAV3
chr1	107571588	107965009	ENST00000527011.5	-	VAV3
chr1	107572847	107688504	ENST00000529413.5	-	VAV3
chr1	107572949	107678009	ENST00000525460.5	-	VAV3
chr1	107572974	107688504	ENST00000415432.6	-	VAV3
chr1	107573168	107785624	ENST00000343258.8	-	VAV3
chr1	107596294	107673649	ENST00000529033.5	-	VAV3
chr1	107603096	107688504	ENST00000525231.5	-	VAV3
chr1	107609813	107688528	ENST00000479977.6	-	VAV3
chr1	107617566	107685952	ENST00000533398.5	-	VAV3
chr1	107617583	107749508	ENST00000529809.5	-	VAV3
chr1	107668838	107963596	ENST00000469325.5	-	VAV3
chr1	107668962	107964853	ENST00000490388.2	-	VAV3
chr1	107766514	107820896	ENST00000524574.5	-	VAV3
chr1	107770658	107963500	ENST00000530671.1	-	VAV3
chr1	107897222	107897304	ENST00000617442.1	+	MIR7852
chr1	107964442	107994607	ENST00000438318.1	+	VAV3-AS1
chr1	108040262	108074519	ENST00000419428.2	+	LINC02785
chr1	108050358	108074523	ENST00000635340.2	+	LINC02785
chr1	108050378	108076020	ENST00000634635.1	+	LINC02785
chr1	108050420	108074515	ENST00000661268.1	+	LINC02785
chr1	108059043	108074518	ENST00000634935.1	+	LINC02785
chr1	108072370	108074493	ENST00000451023.1	+	LINC02785
chr1	108134042	108200343	ENST00000565488.6	-	SLC25A24
chr1	108134819	108200279	ENST00000264128.13	-	SLC25A24
chr1	108134822	108192818	ENST00000370041.4	-	SLC25A24
chr1	108134868	108200319	ENST00000648874.1	-	SLC25A24
chr1	108198492	108200849	ENST00000569674.1	-	SLC25A24
chr1	108199925	108201491	ENST00000564063.1	+	AL359258.2
chr1	108200412	108202743	ENST00000622910.1	+	AL359258.3
chr1	108223340	108244067	ENST00000415641.7	-	NBPF4
chr1	108223704	108244081	ENST00000613157.2	-	NBPF4
chr1	108261195	108273689	ENST00000438965.1	-	AL359258.1
chr1	108272942	108337853	ENST00000411846.6	+	SLC25A24P1
chr1	108273138	108337387	ENST00000434803.1	+	SLC25A24P1
chr1	108375837	108410814	ENST00000357046.4	+	NBPF5P
chr1	108376118	108385897	ENST00000545941.2	+	NBPF5P
chr1	108383735	108421295	ENST00000415059.1	-	SLC25A24P2
chr1	108420688	108433184	ENST00000419814.1	+	AL390038.1
chr1	108450281	108470638	ENST00000370040.7	+	NBPF6
chr1	108450286	108471002	ENST00000495380.6	+	NBPF6
chr1	108450320	108465395	ENST00000531446.2	+	NBPF6
chr1	108495474	108501144	ENST00000637607.1	-	AL392088.2
chr1	108502357	108503455	ENST00000453250.1	+	ST13P21
chr1	108508573	108509243	ENST00000428364.2	+	AL392088.1
chr1	108560088	108644900	ENST00000405454.1	+	FAM102B
chr1	108560099	108639322	ENST00000370035.8	+	FAM102B
chr1	108624664	108639322	ENST00000483371.1	+	FAM102B
chr1	108648289	108661122	ENST00000402983.5	-	HENMT1
chr1	108648294	108661055	ENST00000370031.5	-	HENMT1
chr1	108648294	108661093	ENST00000651461.1	-	HENMT1
chr1	108648294	108661526	ENST00000370032.9	-	HENMT1
chr1	108648799	108661180	ENST00000420055.1	-	HENMT1
chr1	108648893	108661064	ENST00000493676.1	-	HENMT1
chr1	108650223	108651445	ENST00000483729.1	-	HENMT1
chr1	108661532	108666246	ENST00000648569.1	+	AL160171.1
chr1	108692309	108702928	ENST00000370025.9	+	PRPF38B
chr1	108692323	108697504	ENST00000370022.9	+	PRPF38B
chr1	108692326	108697504	ENST00000467302.5	+	PRPF38B
chr1	108692340	108701803	ENST00000370021.1	+	PRPF38B
chr1	108697699	108699385	ENST00000485810.1	+	PRPF38B
chr1	108712907	108742749	ENST00000370017.9	+	FNDC7
chr1	108722410	108742056	ENST00000445274.1	+	FNDC7
chr1	108734255	108734725	ENST00000437400.2	-	AL591719.2
chr1	108746673	108757005	ENST00000483586.5	+	STXBP3
chr1	108746673	108809523	ENST00000370008.4	+	STXBP3
chr1	108746681	108753201	ENST00000469338.1	+	STXBP3
chr1	108759056	108776423	ENST00000486601.5	+	STXBP3
chr1	108760052	108781542	ENST00000485167.1	+	STXBP3
chr1	108766840	108767584	ENST00000444669.2	-	AL591719.1
chr1	108781860	108793631	ENST00000495245.1	+	STXBP3
chr1	108796234	108807481	ENST00000472099.1	+	STXBP3
chr1	108815897	108817454	ENST00000466413.1	-	AKNAD1
chr1	108815900	108857094	ENST00000370001.8	-	AKNAD1
chr1	108815900	108858228	ENST00000474186.5	-	AKNAD1
chr1	108816142	108820578	ENST00000477908.1	-	AKNAD1
chr1	108823056	108852717	ENST00000369994.5	-	AKNAD1
chr1	108823056	108857084	ENST00000369995.7	-	AKNAD1
chr1	108823059	108857076	ENST00000461774.5	-	AKNAD1
chr1	108823275	108830734	ENST00000603450.1	-	AKNAD1
chr1	108836723	108857084	ENST00000472781.2	-	AKNAD1
chr1	108837659	108963484	ENST00000357393.6	-	AKNAD1
chr1	108857216	108858524	ENST00000369989.2	+	SPATA42
chr1	108857235	108858363	ENST00000662170.1	+	SPATA42
chr1	108857243	108858340	ENST00000417241.1	+	SPATA42
chr1	108875349	108934545	ENST00000406462.6	+	GPSM2
chr1	108876959	108903759	ENST00000675829.1	+	GPSM2
chr1	108876978	108924361	ENST00000441735.2	+	GPSM2
chr1	108876980	108898724	ENST00000435987.5	+	GPSM2
chr1	108876980	108934335	ENST00000642355.1	+	GPSM2
